CustomerID,Age,Gender,Location,RegisteredDate,EmailAddress,PhoneNumber,TotalSpend,NumberOfOrders,NumberOfReturnedOrders,NumberOfCanceledOrders
CUST100594,46,Non-binary,Johannesburg,9/13/2023,customer593@example.com,721023233,986.284,26,10,0
CUST100595,30,Non-binary,Bloemfontein,3/1/2023,customer594@example.com,721017412,2593.71,26,1,14
CUST100596,62,Non-binary,Pretoria,12/6/2023,customer595@example.com,721015968,826.489,85,20,33
CUST100597,43,Non-binary,Durban,4/8/2023,customer596@example.com,721028597,1536.24,60,15,8
CUST100598,25,Female,Johannesburg,11/20/2023,customer597@example.com,721006068,1424.97,41,20,1
CUST100599,48,Male,Johannesburg,10/9/2023,customer598@example.com,721018475,1370.45,21,7,6
CUST100600,26,Female,Durban,11/28/2023,customer599@example.com,721006530,1514.17,89,18,52
CUST100601,39,Female,Pretoria,7/17/2023,customer600@example.com,721029122,5812.48,71,22,9
CUST100602,42,Non-binary,Johannesburg,11/19/2023,customer601@example.com,721009122,1806.68,51,19,9
CUST100603,48,Male,Pretoria,5/14/2023,customer602@example.com,721031124,6625.14,73,27,33
CUST100604,41,Non-binary,Durban,1/13/2023,customer603@example.com,721016874,2000.3,49,2,4
CUST100605,57,Female,Bloemfontein,10/17/2023,customer604@example.com,721017913,438.465,29,11,18
CUST100606,51,Male,Johannesburg,6/16/2023,customer605@example.com,721022362,319.178,12,0,7
CUST100607,45,Female,Johannesburg,4/19/2023,customer606@example.com,721024933,2210.17,31,1,20
CUST100608,59,Female,Durban,1/1/2023,customer607@example.com,721024784,681.613,22,6,12
CUST100609,38,Female,Bloemfontein,11/10/2023,customer608@example.com,721016084,6121.81,83,40,8
CUST100610,23,Female,Johannesburg,1/6/2023,customer609@example.com,721028368,1350.58,56,5,27
CUST100611,34,Male,Johannesburg,5/22/2023,customer610@example.com,721016913,2331.54,87,7,31
CUST100612,44,Male,Bloemfontein,3/20/2023,customer611@example.com,721007204,1142.82,67,22,25
CUST100613,32,Male,Cape Town,1/18/2024,customer612@example.com,721027559,191.344,2,1,0
CUST100614,43,Female,Pretoria,12/21/2023,customer613@example.com,721028505,1545.25,84,14,0
CUST100615,26,Female,Cape Town,7/7/2023,customer614@example.com,721022334,157.918,55,8,20
CUST100616,59,Female,Bloemfontein,3/20/2023,customer615@example.com,721020328,5264.44,82,35,19
CUST100617,26,Female,Johannesburg,1/19/2024,customer616@example.com,721005286,5938.05,71,20,8
CUST100618,42,Female,Durban,10/11/2023,customer617@example.com,721004118,450.942,59,12,45
CUST100619,61,Male,Durban,1/12/2024,customer618@example.com,721005867,1885.3,50,0,32
CUST100620,45,Female,Cape Town,1/11/2024,customer619@example.com,721010430,5004.21,92,38,25
CUST100621,19,Female,Durban,4/24/2023,customer620@example.com,721021026,1905.96,38,18,7
CUST100622,50,Male,Pretoria,10/28/2023,customer621@example.com,721030895,851.254,31,0,1
CUST100623,69,Non-binary,Cape Town,12/9/2023,customer622@example.com,721030672,1640.97,23,1,3
CUST100624,69,Male,Durban,1/25/2024,customer623@example.com,721007743,3257.33,51,6,19
CUST100625,23,Female,Durban,4/23/2023,customer624@example.com,721025365,1235.11,52,20,27
CUST100626,27,Non-binary,Durban,5/8/2023,customer625@example.com,721027203,274,3,1,0
CUST100627,36,Non-binary,Cape Town,1/20/2023,customer626@example.com,721000263,6565.41,81,1,34
CUST100628,35,Female,Pretoria,2/18/2023,customer627@example.com,721028557,657.365,47,12,10
CUST100629,23,Non-binary,Johannesburg,6/15/2023,customer628@example.com,721009952,533.39,34,7,27
CUST100630,31,Male,Pretoria,6/25/2023,customer629@example.com,721009885,5740.27,84,42,30
CUST100631,54,Male,Durban,8/15/2023,customer630@example.com,721009963,662.7,46,18,12
CUST100632,60,Non-binary,Cape Town,1/23/2024,customer631@example.com,721010155,136.963,3,0,2
CUST100633,39,Male,Bloemfontein,12/27/2023,customer632@example.com,721024146,1325.23,17,2,6
CUST100634,49,Female,Pretoria,1/28/2023,customer633@example.com,721010666,3281.9,42,19,20
CUST100635,53,Male,Cape Town,9/2/2023,customer634@example.com,721014654,100.754,59,28,14
CUST100636,58,Male,Johannesburg,10/13/2023,customer635@example.com,721021258,1453.9,37,10,13
CUST100637,51,Non-binary,Pretoria,3/8/2023,customer636@example.com,721006123,287.9,24,2,19
CUST100638,24,Non-binary,Cape Town,7/16/2023,customer637@example.com,721002346,2535.17,30,7,13
CUST100639,24,Female,Johannesburg,12/3/2023,customer638@example.com,721026256,1454.22,51,25,11
CUST100640,46,Male,Cape Town,1/4/2024,customer639@example.com,721024037,2376.34,56,6,42
CUST100641,43,Female,Pretoria,8/8/2023,customer640@example.com,721027488,4812.05,67,33,26
CUST100642,23,Female,Cape Town,12/8/2023,customer641@example.com,721003749,8202.03,86,7,50
CUST100643,25,Female,Cape Town,9/25/2023,customer642@example.com,721006366,2053.54,47,15,13
CUST100644,65,Non-binary,Cape Town,10/28/2023,customer643@example.com,721020176,998.703,57,7,2
CUST100645,59,Male,Johannesburg,5/18/2023,customer644@example.com,721026720,1399.5,33,10,17
CUST100646,38,Non-binary,Bloemfontein,1/1/2023,customer645@example.com,721024479,2987.28,53,2,29
CUST100647,49,Female,Johannesburg,2/5/2023,customer646@example.com,721012153,3814.2,52,4,19
CUST100648,62,Non-binary,Pretoria,1/9/2023,customer647@example.com,721020878,650.325,21,0,1
CUST100649,42,Female,Bloemfontein,9/13/2023,customer648@example.com,721023703,5483.38,55,13,6
CUST100650,66,Male,Bloemfontein,7/7/2023,customer649@example.com,721018445,630.325,67,21,5
CUST100651,49,Female,Bloemfontein,6/11/2023,customer650@example.com,721023080,1410.67,35,3,4
CUST100652,26,Non-binary,Pretoria,7/19/2023,customer651@example.com,721017954,1788.93,41,18,17
CUST100653,70,Female,Bloemfontein,11/23/2023,customer652@example.com,721021746,1805.87,31,8,8
CUST100654,24,Male,Durban,3/6/2023,customer653@example.com,721031497,928.348,23,4,1
CUST100655,54,Female,Pretoria,10/15/2023,customer654@example.com,721006543,1466.16,43,3,31
CUST100656,44,Non-binary,Johannesburg,8/14/2023,customer655@example.com,721018471,2784.83,83,20,14
CUST100657,64,Male,Johannesburg,5/24/2023,customer656@example.com,721032292,910.13,59,26,18
CUST100658,34,Female,Pretoria,11/21/2023,customer657@example.com,721024003,3467.05,51,5,20
CUST100659,64,Female,Durban,5/5/2023,customer658@example.com,721010448,2982.6,58,20,7
CUST100660,31,Male,Pretoria,4/27/2023,customer659@example.com,721025186,58.7848,15,7,3
CUST100661,25,Female,Johannesburg,4/26/2023,customer660@example.com,721018536,5761.64,79,4,42
CUST100662,26,Female,Bloemfontein,8/11/2023,customer661@example.com,721012474,901.979,96,27,43
CUST100663,60,Non-binary,Pretoria,9/3/2023,customer662@example.com,721021618,2772.23,65,13,0
CUST100664,58,Male,Durban,10/2/2023,customer663@example.com,721025239,1136.44,44,7,10
CUST100665,54,Non-binary,Durban,8/7/2023,customer664@example.com,721029319,8091.04,98,18,60
CUST100666,44,Female,Pretoria,6/1/2023,customer665@example.com,721011051,5669.4,99,16,83
CUST100667,53,Non-binary,Johannesburg,7/5/2023,customer666@example.com,721000641,7299.75,97,27,45
CUST100668,70,Male,Johannesburg,7/11/2023,customer667@example.com,721000410,2492.14,46,21,0
CUST100669,20,Female,Bloemfontein,10/12/2023,customer668@example.com,721024603,602.401,11,4,0
CUST100670,65,Non-binary,Cape Town,2/3/2023,customer669@example.com,721023752,1904.32,95,5,44
CUST100671,35,Male,Pretoria,12/26/2023,customer670@example.com,721028661,6167.05,86,26,44
CUST100672,40,Male,Johannesburg,1/16/2023,customer671@example.com,721021417,5099.72,88,41,19
CUST100673,50,Female,Pretoria,9/28/2023,customer672@example.com,721024340,295.55,3,1,2
CUST100674,60,Non-binary,Pretoria,1/3/2024,customer673@example.com,721027052,1975.21,32,4,14
CUST100675,60,Male,Cape Town,9/7/2023,customer674@example.com,721026454,1378.71,93,4,48
CUST100676,47,Female,Durban,6/14/2023,customer675@example.com,721013559,992.609,18,0,17
CUST100677,53,Female,Durban,6/21/2023,customer676@example.com,721016505,4137.34,69,13,41
CUST100678,32,Female,Johannesburg,9/15/2023,customer677@example.com,721029836,2592.35,35,15,3
CUST100679,25,Male,Bloemfontein,3/15/2023,customer678@example.com,721029855,2124.11,26,3,23
CUST100680,19,Non-binary,Johannesburg,11/12/2023,customer679@example.com,721009867,1588.79,55,12,6
CUST100681,54,Non-binary,Pretoria,4/27/2023,customer680@example.com,721026738,6321.12,98,42,14
CUST100682,26,Non-binary,Durban,1/18/2024,customer681@example.com,721019249,476.023,11,4,4
CUST100683,59,Non-binary,Pretoria,1/18/2024,customer682@example.com,721023137,584.896,67,21,11
CUST100684,19,Non-binary,Pretoria,1/27/2024,customer683@example.com,721020298,3953.23,71,30,2
CUST100685,50,Female,Johannesburg,8/18/2023,customer684@example.com,721014725,410.715,6,0,4
CUST100686,18,Male,Cape Town,1/6/2023,customer685@example.com,721010532,230.026,31,6,6
CUST100687,44,Non-binary,Bloemfontein,4/14/2023,customer686@example.com,721019499,2252.94,68,12,30
CUST100688,65,Male,Johannesburg,3/1/2023,customer687@example.com,721005456,1486.61,29,13,8
CUST100689,64,Male,Johannesburg,2/23/2023,customer688@example.com,721032543,2804.36,87,11,49
CUST100690,41,Non-binary,Durban,2/25/2023,customer689@example.com,721009386,891.515,40,9,20
CUST100691,63,Female,Bloemfontein,5/12/2023,customer690@example.com,721012840,755.412,27,13,2
CUST100692,60,Female,Johannesburg,2/24/2023,customer691@example.com,721000902,1861.97,39,12,19
CUST100693,50,Female,Cape Town,8/3/2023,customer692@example.com,721015189,527.262,24,6,6
CUST100694,44,Female,Durban,9/12/2023,customer693@example.com,721006642,794.994,10,3,1
CUST100695,22,Non-binary,Cape Town,9/25/2023,customer694@example.com,721031241,83.1915,1,0,0
CUST100696,39,Non-binary,Durban,11/26/2023,customer695@example.com,721028527,1451.56,34,14,19
CUST100697,28,Female,Cape Town,7/14/2023,customer696@example.com,721031722,293.744,65,15,16
CUST100698,36,Male,Cape Town,2/13/2023,customer697@example.com,721010380,3429.97,35,16,10
CUST100699,59,Male,Durban,8/14/2023,customer698@example.com,721014627,430.341,14,6,2
CUST100700,22,Non-binary,Bloemfontein,11/1/2023,customer699@example.com,721004932,4037.37,43,17,7
CUST100701,65,Non-binary,Johannesburg,8/25/2023,customer700@example.com,721006802,5477.5,61,8,51
CUST100702,66,Male,Johannesburg,11/6/2023,customer701@example.com,721005915,4220.38,47,21,25
CUST100703,24,Male,Cape Town,7/7/2023,customer702@example.com,721009179,755.166,29,4,6
CUST100704,43,Female,Pretoria,6/18/2023,customer703@example.com,721004162,1348.4,58,22,0
CUST100705,52,Female,Bloemfontein,5/5/2023,customer704@example.com,721003191,83.4565,28,7,19
CUST100706,27,Non-binary,Bloemfontein,5/19/2023,customer705@example.com,721012621,3508.15,74,22,15
CUST100707,61,Male,Durban,1/25/2023,customer706@example.com,721007744,2790,36,4,1
CUST100708,67,Non-binary,Johannesburg,1/18/2024,customer707@example.com,721003394,8319.68,90,9,40
CUST100709,57,Non-binary,Cape Town,6/9/2023,customer708@example.com,721009468,2391.16,46,21,11
CUST100710,46,Female,Johannesburg,12/6/2023,customer709@example.com,721029705,6643.26,70,34,19
CUST100711,45,Female,Johannesburg,12/12/2023,customer710@example.com,721027128,8350.18,99,37,33
CUST100712,47,Male,Bloemfontein,10/19/2023,customer711@example.com,721025992,727.909,26,11,12
CUST100713,30,Non-binary,Pretoria,1/2/2024,customer712@example.com,721028607,4027.08,44,11,28
CUST100714,59,Female,Cape Town,6/4/2023,customer713@example.com,721007145,5425.04,100,3,31
CUST100715,54,Non-binary,Johannesburg,12/27/2023,customer714@example.com,721013663,1852.57,66,21,45
CUST100716,64,Male,Durban,2/9/2023,customer715@example.com,721007135,3499.29,90,20,16
CUST100717,45,Male,Pretoria,9/1/2023,customer716@example.com,721001507,3347.84,61,10,40
CUST100718,26,Non-binary,Cape Town,8/9/2023,customer717@example.com,721027114,3326.59,85,10,37
CUST100719,28,Non-binary,Johannesburg,1/9/2023,customer718@example.com,721004076,6233.3,72,29,25
CUST100720,64,Male,Bloemfontein,7/4/2023,customer719@example.com,721001508,666.155,25,1,2
CUST100721,47,Non-binary,Bloemfontein,6/8/2023,customer720@example.com,721000654,4168.46,52,4,17
CUST100722,69,Non-binary,Pretoria,8/2/2023,customer721@example.com,721012896,1834.32,34,15,17
CUST100723,31,Female,Pretoria,12/19/2023,customer722@example.com,721002006,602.117,9,2,4
CUST100724,27,Non-binary,Johannesburg,8/21/2023,customer723@example.com,721025504,171.756,17,5,9
CUST100725,42,Female,Bloemfontein,6/4/2023,customer724@example.com,721031407,2053.27,48,2,14
CUST100726,64,Non-binary,Durban,10/21/2023,customer725@example.com,721002606,181.694,73,18,5
CUST100727,33,Female,Johannesburg,9/25/2023,customer726@example.com,721029942,3482.69,44,22,17
CUST100728,58,Male,Bloemfontein,7/22/2023,customer727@example.com,721022364,6314.21,99,28,18
CUST100729,56,Male,Bloemfontein,10/2/2023,customer728@example.com,721007171,1717.86,27,0,25
CUST100730,60,Non-binary,Bloemfontein,5/24/2023,customer729@example.com,721009782,1919.13,24,5,18
CUST100731,56,Non-binary,Durban,6/24/2023,customer730@example.com,721013550,1320.19,90,13,61
CUST100732,41,Female,Durban,1/5/2023,customer731@example.com,721029103,3540.2,78,30,39
CUST100733,60,Non-binary,Cape Town,10/5/2023,customer732@example.com,721022361,2032.67,55,0,30
CUST100734,29,Non-binary,Pretoria,2/1/2023,customer733@example.com,721016652,429.485,7,2,4
CUST100735,39,Non-binary,Pretoria,2/14/2023,customer734@example.com,721023690,64.5004,73,0,42
CUST100736,49,Male,Cape Town,1/5/2023,customer735@example.com,721017882,69.5447,2,0,1
CUST100737,48,Female,Bloemfontein,7/1/2023,customer736@example.com,721014867,117.822,2,0,1
CUST100738,51,Male,Bloemfontein,7/9/2023,customer737@example.com,721006897,857.212,25,6,1
CUST100739,62,Female,Durban,9/12/2023,customer738@example.com,721008804,376.667,36,17,16
CUST100740,27,Male,Bloemfontein,6/26/2023,customer739@example.com,721014935,4938.55,65,25,6
CUST100741,24,Non-binary,Bloemfontein,9/26/2023,customer740@example.com,721023279,6647.65,78,38,5
CUST100742,66,Female,Pretoria,8/28/2023,customer741@example.com,721026622,2024.58,43,21,14
CUST100743,44,Non-binary,Johannesburg,5/2/2023,customer742@example.com,721001741,2876.12,94,25,53
CUST100744,45,Male,Johannesburg,6/24/2023,customer743@example.com,721002478,1441.07,80,20,39
CUST100745,19,Female,Pretoria,1/17/2024,customer744@example.com,721032262,1081.14,96,14,73
CUST100746,67,Female,Johannesburg,10/13/2023,customer745@example.com,721016542,465.415,8,4,1
CUST100747,21,Female,Durban,6/14/2023,customer746@example.com,721031977,1632.47,69,23,12
CUST100748,19,Non-binary,Pretoria,8/12/2023,customer747@example.com,721010121,1691.08,94,47,20
CUST100749,60,Male,Bloemfontein,2/8/2023,customer748@example.com,721021524,4354.65,60,12,4
CUST100750,19,Female,Pretoria,3/3/2023,customer749@example.com,721026688,3207,60,8,8
CUST100751,54,Male,Durban,9/15/2023,customer750@example.com,721006427,267.385,65,28,29
CUST100752,58,Male,Cape Town,9/25/2023,customer751@example.com,721032266,1335.12,14,3,10
CUST100753,40,Male,Bloemfontein,6/4/2023,customer752@example.com,721030968,2015.42,25,12,7
CUST100754,20,Female,Cape Town,1/8/2024,customer753@example.com,721032332,1782.98,88,37,5
CUST100755,53,Female,Cape Town,1/21/2024,customer754@example.com,721002211,592.751,9,0,6
CUST100756,36,Male,Durban,9/4/2023,customer755@example.com,721014170,957.405,71,31,3
CUST100757,64,Non-binary,Johannesburg,5/13/2023,customer756@example.com,721005501,2610.83,29,5,6
CUST100758,24,Male,Bloemfontein,4/16/2023,customer757@example.com,721027990,608.456,73,11,4
CUST100759,29,Non-binary,Cape Town,7/26/2023,customer758@example.com,721022148,1092.81,13,0,6
CUST100760,31,Male,Bloemfontein,4/18/2023,customer759@example.com,721001924,392.757,4,1,1
CUST100761,27,Female,Cape Town,8/17/2023,customer760@example.com,721018522,1171.02,12,2,6
CUST100762,53,Female,Johannesburg,7/18/2023,customer761@example.com,721011408,2319.64,68,13,35
CUST100763,58,Female,Cape Town,5/19/2023,customer762@example.com,721016809,2499.84,84,33,28
CUST100764,58,Non-binary,Cape Town,12/14/2023,customer763@example.com,721010883,1514.65,21,3,13
CUST100765,23,Male,Durban,8/27/2023,customer764@example.com,721014966,5877.91,81,5,71
CUST100766,42,Female,Durban,8/10/2023,customer765@example.com,721010115,6321.73,69,8,43
CUST100767,56,Non-binary,Durban,1/4/2023,customer766@example.com,721010314,69.7989,9,2,6
CUST100768,32,Male,Johannesburg,2/3/2023,customer767@example.com,721002712,2331.8,99,29,50
CUST100769,55,Non-binary,Durban,1/7/2023,customer768@example.com,721000622,230.227,40,13,5
CUST100770,45,Non-binary,Pretoria,12/3/2023,customer769@example.com,721024575,1204.72,23,5,16
CUST100771,30,Non-binary,Durban,4/17/2023,customer770@example.com,721019595,2105.66,73,0,51
CUST100772,20,Male,Durban,12/17/2023,customer771@example.com,721017119,2324.54,91,44,33
CUST100773,51,Non-binary,Johannesburg,10/24/2023,customer772@example.com,721015195,1329.95,14,7,1
CUST100774,41,Male,Johannesburg,11/27/2023,customer773@example.com,721007762,2878.68,49,5,1
CUST100775,63,Female,Pretoria,3/15/2023,customer774@example.com,721030309,1589,27,9,8
CUST100776,65,Female,Cape Town,12/15/2023,customer775@example.com,721029219,725.225,30,13,1
CUST100777,65,Non-binary,Bloemfontein,4/25/2023,customer776@example.com,721029391,1032.4,15,1,0
CUST100778,23,Male,Pretoria,9/27/2023,customer777@example.com,721017335,197.377,66,31,15
CUST100779,21,Female,Bloemfontein,1/16/2024,customer778@example.com,721014024,1596.25,26,1,11
CUST100780,33,Female,Cape Town,12/23/2023,customer779@example.com,721004592,9084.04,95,10,52
CUST100781,35,Non-binary,Pretoria,7/18/2023,customer780@example.com,721021023,1498.35,46,15,7
CUST100782,51,Non-binary,Durban,1/18/2023,customer781@example.com,721004881,4900.18,73,34,28
CUST100783,36,Male,Bloemfontein,4/1/2023,customer782@example.com,721020479,1406.23,17,2,1
CUST100784,22,Female,Pretoria,9/26/2023,customer783@example.com,721017897,2007.71,73,13,60
CUST100785,62,Male,Johannesburg,11/13/2023,customer784@example.com,721009959,6803.23,98,37,15
CUST100786,69,Male,Pretoria,8/10/2023,customer785@example.com,721000983,1790.44,58,1,18
CUST100787,40,Non-binary,Cape Town,1/16/2024,customer786@example.com,721001877,2549.21,41,20,19
CUST100788,58,Female,Durban,6/6/2023,customer787@example.com,721022363,5293.22,71,23,34
CUST100789,22,Female,Johannesburg,7/22/2023,customer788@example.com,721011977,4417.62,55,1,30
CUST100790,44,Male,Durban,10/15/2023,customer789@example.com,721029521,2188.58,78,2,75
CUST100791,39,Female,Johannesburg,9/28/2023,customer790@example.com,721025592,3659.71,60,20,26
CUST100792,38,Non-binary,Cape Town,1/20/2024,customer791@example.com,721020753,6522.93,81,30,26
CUST100793,31,Female,Bloemfontein,1/10/2024,customer792@example.com,721019062,627.989,10,3,6
CUST100794,56,Female,Johannesburg,1/13/2023,customer793@example.com,721018434,4514.1,99,44,5
CUST100795,25,Non-binary,Bloemfontein,1/12/2024,customer794@example.com,721007965,755.761,74,27,35
CUST100796,55,Male,Johannesburg,8/10/2023,customer795@example.com,721028519,1526.67,97,31,28
CUST100797,39,Non-binary,Durban,1/11/2023,customer796@example.com,721031729,2907.68,66,23,39
CUST100798,58,Non-binary,Pretoria,10/2/2023,customer797@example.com,721023399,740.764,12,0,3
CUST100799,51,Female,Durban,11/14/2023,customer798@example.com,721018787,2248.32,92,17,55
CUST100800,56,Female,Bloemfontein,5/3/2023,customer799@example.com,721022691,8576.6,94,42,52
CUST100801,29,Male,Bloemfontein,12/22/2023,customer800@example.com,721021522,6525.19,83,29,28
CUST100802,37,Male,Durban,5/15/2023,customer801@example.com,721015841,270.741,3,0,0
CUST100803,41,Male,Cape Town,9/25/2023,customer802@example.com,721027003,284.389,3,0,0
CUST100804,44,Female,Durban,7/4/2023,customer803@example.com,721020867,2692.9,67,20,6
CUST100805,20,Female,Durban,12/13/2023,customer804@example.com,721013128,1291.78,16,8,6
CUST100806,28,Non-binary,Bloemfontein,1/15/2023,customer805@example.com,721010478,3838.07,60,6,54
CUST100807,54,Female,Pretoria,4/22/2023,customer806@example.com,721006152,8263.91,85,27,11
CUST100808,45,Non-binary,Johannesburg,5/2/2023,customer807@example.com,721025105,2584.25,28,0,8
CUST100809,59,Female,Durban,3/2/2023,customer808@example.com,721000417,410.975,16,7,5
CUST100810,39,Male,Pretoria,10/1/2023,customer809@example.com,721013213,71.3593,3,0,0
CUST100811,44,Female,Bloemfontein,10/7/2023,customer810@example.com,721023746,354.612,7,2,4
CUST100812,69,Male,Cape Town,1/19/2023,customer811@example.com,721007869,5004.77,92,18,55
CUST100813,52,Female,Pretoria,5/5/2023,customer812@example.com,721016909,1181.52,100,43,21
CUST100814,61,Female,Bloemfontein,7/15/2023,customer813@example.com,721007491,153.794,58,28,4
CUST100815,37,Male,Cape Town,8/2/2023,customer814@example.com,721020704,528.918,38,15,13
CUST100816,25,Male,Bloemfontein,6/2/2023,customer815@example.com,721002475,309.706,18,6,11
CUST100817,47,Male,Pretoria,3/1/2023,customer816@example.com,721009441,2786.76,28,6,9
CUST100818,32,Male,Durban,5/5/2023,customer817@example.com,721017001,4162.65,88,12,7
CUST100819,41,Male,Pretoria,1/17/2024,customer818@example.com,721019126,2877.81,75,32,23
CUST100820,66,Non-binary,Durban,3/3/2023,customer819@example.com,721016459,3617.34,45,7,5
CUST100821,27,Non-binary,Durban,3/13/2023,customer820@example.com,721032153,8686.47,91,43,13
CUST100822,26,Female,Johannesburg,8/7/2023,customer821@example.com,721004103,6637.61,69,1,38
CUST100823,42,Non-binary,Durban,3/11/2023,customer822@example.com,721005788,3173.1,37,3,20
CUST100824,23,Non-binary,Bloemfontein,5/18/2023,customer823@example.com,721026921,4954.6,66,1,14
CUST100825,37,Female,Durban,7/20/2023,customer824@example.com,721016353,1484.05,68,32,1
CUST100826,55,Female,Durban,11/13/2023,customer825@example.com,721002294,3989.62,75,23,52
CUST100827,33,Female,Johannesburg,2/3/2023,customer826@example.com,721000273,2665.55,83,3,58
CUST100828,57,Non-binary,Durban,6/3/2023,customer827@example.com,721005637,4855.41,50,12,35
CUST100829,70,Female,Pretoria,12/6/2023,customer828@example.com,721026580,4864.49,79,34,18
CUST100830,52,Male,Durban,1/15/2023,customer829@example.com,721012705,649.065,17,0,1
CUST100831,53,Female,Bloemfontein,3/23/2023,customer830@example.com,721013854,2300.02,44,21,6
CUST100832,55,Non-binary,Cape Town,9/24/2023,customer831@example.com,721003621,233.25,3,0,0
CUST100833,25,Female,Durban,5/22/2023,customer832@example.com,721029061,7208.32,95,11,48
CUST100834,39,Female,Pretoria,1/19/2024,customer833@example.com,721030204,7423.69,90,12,44
CUST100835,26,Non-binary,Pretoria,12/21/2023,customer834@example.com,721014847,223.265,38,8,30
CUST100836,32,Male,Bloemfontein,1/3/2023,customer835@example.com,721013545,7572.13,78,38,37
CUST100837,50,Male,Durban,5/24/2023,customer836@example.com,721017341,347.239,48,16,27
CUST100838,25,Non-binary,Pretoria,2/15/2023,customer837@example.com,721023993,2764.73,28,8,1
CUST100839,64,Female,Bloemfontein,12/16/2023,customer838@example.com,721032510,3685.94,54,11,15
CUST100840,51,Female,Pretoria,6/23/2023,customer839@example.com,721000158,261.372,61,25,18
CUST100841,41,Female,Pretoria,5/1/2023,customer840@example.com,721012805,453.972,8,0,2
CUST100842,39,Non-binary,Cape Town,12/24/2023,customer841@example.com,721008888,1425.22,41,4,0
CUST100843,24,Non-binary,Bloemfontein,4/15/2023,customer842@example.com,721023713,764.886,26,4,0
CUST100844,39,Non-binary,Bloemfontein,9/22/2023,customer843@example.com,721013718,3919.05,74,8,15
CUST100845,19,Female,Johannesburg,5/22/2023,customer844@example.com,721031206,576.37,10,4,1
CUST100846,56,Non-binary,Bloemfontein,11/8/2023,customer845@example.com,721032190,4443.54,54,14,23
CUST100847,56,Female,Pretoria,11/8/2023,customer846@example.com,721027655,4749.07,63,7,5
CUST100848,42,Female,Bloemfontein,6/18/2023,customer847@example.com,721022903,5246.59,65,27,10
CUST100849,24,Non-binary,Bloemfontein,6/26/2023,customer848@example.com,721024431,2176.92,55,7,15
CUST100850,66,Male,Bloemfontein,12/15/2023,customer849@example.com,721015721,4972.38,58,7,50
CUST100851,24,Non-binary,Durban,12/21/2023,customer850@example.com,721003470,352.18,25,2,3
CUST100852,45,Non-binary,Pretoria,10/23/2023,customer851@example.com,721004818,3773.61,39,7,32
CUST100853,49,Female,Pretoria,12/1/2023,customer852@example.com,721019702,3445.53,41,6,22
CUST100854,49,Non-binary,Pretoria,3/8/2023,customer853@example.com,721031585,129.173,2,1,1
CUST100855,20,Non-binary,Pretoria,8/26/2023,customer854@example.com,721007095,700.883,28,13,6
CUST100856,54,Female,Cape Town,1/6/2023,customer855@example.com,721026870,7262.19,99,40,16
CUST100857,53,Non-binary,Johannesburg,1/11/2023,customer856@example.com,721006689,3575.56,56,7,30
CUST100858,31,Female,Pretoria,5/18/2023,customer857@example.com,721000978,2407.82,50,12,13
CUST100859,31,Non-binary,Cape Town,1/11/2024,customer858@example.com,721003917,766.163,55,21,34
CUST100860,21,Female,Bloemfontein,11/5/2023,customer859@example.com,721006148,1199.53,75,6,47
CUST100861,63,Non-binary,Johannesburg,3/26/2023,customer860@example.com,721024101,211.415,63,28,29
CUST100862,42,Male,Bloemfontein,8/13/2023,customer861@example.com,721017176,8286.26,86,11,31
CUST100863,44,Non-binary,Bloemfontein,1/4/2023,customer862@example.com,721006339,5342.6,88,33,33
CUST100864,53,Non-binary,Cape Town,1/20/2023,customer863@example.com,721027973,2528.63,46,4,2
CUST100865,23,Male,Bloemfontein,3/1/2023,customer864@example.com,721029008,2225.43,99,14,71
CUST100866,35,Male,Johannesburg,1/28/2024,customer865@example.com,721019899,2086.71,78,27,31
CUST100867,42,Non-binary,Bloemfontein,4/6/2023,customer866@example.com,721029404,150.021,98,8,56
CUST100868,21,Male,Johannesburg,1/1/2024,customer867@example.com,721024506,1713.81,32,13,0
CUST100869,22,Female,Bloemfontein,5/27/2023,customer868@example.com,721000452,397.755,86,24,12
CUST100870,56,Non-binary,Durban,7/12/2023,customer869@example.com,721022172,105.102,18,0,1
CUST100871,34,Non-binary,Pretoria,11/19/2023,customer870@example.com,721029328,6568.6,81,1,28
CUST100872,23,Non-binary,Bloemfontein,4/26/2023,customer871@example.com,721022772,5466.3,87,32,4
CUST100873,58,Non-binary,Durban,5/11/2023,customer872@example.com,721024451,4654.36,90,34,30
CUST100874,62,Non-binary,Bloemfontein,10/15/2023,customer873@example.com,721010095,132.834,67,33,30
CUST100875,32,Female,Johannesburg,7/4/2023,customer874@example.com,721006189,4538.89,49,8,30
CUST100876,65,Female,Cape Town,7/20/2023,customer875@example.com,721025125,1443.25,49,16,14
CUST100877,59,Non-binary,Bloemfontein,7/11/2023,customer876@example.com,721025522,5500.2,75,33,25
CUST100878,50,Female,Johannesburg,8/13/2023,customer877@example.com,721028523,2960.03,82,16,40
CUST100879,67,Female,Johannesburg,4/17/2023,customer878@example.com,721009659,1330.51,32,5,16
CUST100880,64,Male,Pretoria,12/13/2023,customer879@example.com,721010613,164.023,2,0,2
CUST100881,57,Female,Bloemfontein,2/14/2023,customer880@example.com,721005912,1013.2,14,4,10
CUST100882,19,Non-binary,Johannesburg,9/20/2023,customer881@example.com,721031807,1064.23,69,6,25
CUST100883,55,Male,Johannesburg,7/5/2023,customer882@example.com,721032419,1149.99,25,8,5
